ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
82,55-64,Female,University degree,UK,White,28,31,46,37,41,0.88113,0.40148,Used in Last Week,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used in Last Decade,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
83,55-64,Male,Masters degree,Canada,White,19,49,39,47,51,-0.21712,-1.18084,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
84,55-64,Female,Left school at 17 years,UK,Mixed-White/Black,46,33,38,52,29,0.19268,-0.21575,Used in Last Year,Never Used,Never Used,Used in Last Week,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
85,45-54,Male,Left school at 16 years,UK,White,32,41,44,41,41,-1.37983,0.07987,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
86,25-34,Female,Left school at 18 years,UK,White,31,40,35,44,45,0.52975,1.2247,Used in Last Year,Never Used,Used over a Decade Ago,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
87,35-44,Male,"Some college or university, no certificate or degree",UK,White,43,39,38,44,41,-0.21712,0.40148,Used in Last Week,Never Used,Used over a Decade Ago,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
88,55-64,Male,Left school at 16 years,UK,White,27,41,43,41,44,-0.71126,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Used over a Decade Ago,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
89,35-44,Female,"Some college or university, no certificate or degree",UK,White,39,26,36,38,38,-1.37983,-2.07848,Used in Last Year,Never Used,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used in Last Decade,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
90,35-44,Female,Masters degree,UK,White,45,36,48,39,40,0.52975,-0.21575,Used in Last Week,Used over a Decade Ago,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago
91,35-44,Female,Masters degree,UK,White,49,42,51,45,36,-1.37983,0.07987,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Year,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used
92,35-44,Male,Professional certificate/ diploma,Canada,White,40,37,51,45,47,0.88113,0.7654,Used in Last Decade,Never Used,Never Used,Used in Last Year,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
93,25-34,Male,Left school at 18 years,UK,White,22,38,43,45,42,-0.71126,-0.84637,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
94,65+,Female,Left school at 16 years,UK,White,34,34,39,48,45,-1.37983,-1.54858,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
95,45-54,Male,Masters degree,UK,White,29,36,39,47,41,-1.37983,-2.07848,Used in Last Week,Never Used,Never Used,Used in Last Year,Used in Last Day,Used in Last Decade,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
96,45-54,Male,Masters degree,UK,White,31,42,53,32,49,0.52975,-0.21575,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
97,35-44,Female,University degree,Canada,White,37,32,48,42,47,-1.37983,-1.54858,Used in Last Month,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Year,Never Used,Never Used
98,45-54,Female,Masters degree,UK,White,31,44,44,39,33,0.19268,-0.84637,Used in Last Week,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Week,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
99,35-44,Male,Doctorate degree,Canada,White,25,37,46,39,48,-0.21712,1.2247,Used in Last Month,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Month,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Decade,Never Used,Never Used
100,25-34,Female,University degree,UK,White,29,58,51,49,52,0.52975,0.40148,Used in Last Day,Used in Last Decade,Never Used,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Week,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used
101,25-34,Male,Masters degree,Other,White,26,55,50,33,39,-0.21712,1.2247,Used in Last Day,Used in Last Year,Used in Last Year,Used in Last Month,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Never Used,Used in Last Year,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Year,Never Used,Never Used,Never Used
102,45-54,Female,Left school at 16 years,Australia,White,30,43,34,42,48,-1.37983,-0.84637,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
103,45-54,Male,Left school at 18 years,UK,White,30,48,55,34,42,-0.71126,1.2247,Used in Last Day,Used over a Decade Ago,Used in Last Year,Used in Last Month,Used in Last Day,Used over a Decade Ago,Used in Last Month,Used in Last Month,Used over a Decade Ago,Used in Last Decade,Used in Last Decade,Used over a Decade Ago,Used over a Decade Ago,Used in Last Decade,Never Used,Used in Last Decade,Used over a Decade Ago,Never Used,Never Used
104,45-54,Female,Professional certificate/ diploma,Canada,White,36,44,44,41,43,0.19268,0.7654,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
105,25-34,Female,"Some college or university, no certificate or degree",Canada,White,27,41,45,50,46,-0.71126,0.07987,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Used in Last Day,Never Used,Never Used
106,35-44,Male,Professional certificate/ diploma,UK,White,18,43,33,38,54,-1.37983,-1.54858,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
107,25-34,Female,"Some college or university, no certificate or degree",UK,White,46,38,33,45,39,-1.37983,-0.84637,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
108,35-44,Female,Left school at 16 years,UK,White,37,40,37,38,46,0.52975,-0.21575,Used in Last Week,Used in Last Year,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
109,25-34,Female,University degree,UK,White,31,53,47,44,47,1.86203,1.2247,Used in Last Week,Never Used,Never Used,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Day,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
110,45-54,Female,"Some college or university, no certificate or degree",UK,White,28,43,36,37,38,-0.71126,0.07987,Used in Last Week,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
111,45-54,Male,Masters degree,UK,Asian,34,42,47,41,41,0.19268,-0.52593,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
112,25-34,Male,Masters degree,UK,White,39,32,40,39,37,0.19268,0.40148,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used
113,25-34,Female,University degree,UK,White,25,42,52,35,36,-0.21712,-0.21575,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
114,45-54,Female,Professional certificate/ diploma,UK,White,36,44,48,44,47,0.19268,-0.21575,Used in Last Month,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used in Last Decade,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
115,35-44,Male,"Some college or university, no certificate or degree",UK,White,17,52,55,38,31,1.86203,1.2247,Used in Last Month,Used over a Decade Ago,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Month,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Day,Never Used,Never Used
116,25-34,Female,Professional certificate/ diploma,Canada,White,38,36,40,45,49,-1.37983,-2.07848,Used in Last Week,Used over a Decade Ago,Used in Last Decade,Never Used,Used in Last Day,Used in Last Decade,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Day,Never Used,Never Used
117,35-44,Male,Professional certificate/ diploma,Canada,White,42,36,47,31,39,0.52975,-0.21575,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Decade,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
118,25-34,Female,University degree,UK,White,51,45,55,44,33,0.52975,0.40148,Used in Last Week,Used over a Decade Ago,Used over a Decade Ago,Used in Last Year,Used in Last Day,Used over a Decade Ago,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Year,Used in Last Month,Never Used,Never Used
119,35-44,Female,"Some college or university, no certificate or degree",USA,White,53,26,29,50,44,-0.21712,-1.54858,Used in Last Week,Never Used,Never Used,Used in Last Day,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Day,Never Used,Never Used
120,35-44,Female,University degree,UK,White,32,44,39,45,51,-0.21712,-0.84637,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
121,25-34,Female,Masters degree,UK,White,26,44,39,36,47,0.19268,1.92173,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Decade,Never Used,Never Used
122,35-44,Female,Professional certificate/ diploma,UK,White,50,31,35,29,36,0.52975,0.07987,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
123,55-64,Male,Masters degree,UK,White,38,41,45,41,35,-0.21712,-0.52593,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
124,25-34,Female,University degree,UK,White,38,35,43,43,43,1.29221,0.07987,Used in Last Week,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used over a Decade Ago
125,45-54,Male,Left school at 16 years,UK,White,32,52,48,46,46,-0.21712,-0.21575,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
126,55-64,Male,University degree,UK,White,31,48,49,44,49,0.52975,0.40148,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
127,45-54,Male,University degree,UK,White,25,44,38,40,42,-0.21712,-0.84637,Used in Last Week,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Week,Used over a Decade Ago,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used
128,45-54,Female,Left school at 17 years,UK,White,32,34,40,45,48,-1.37983,-2.07848,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
